Statement,Link,Date,Source,Label
"Melania Trump echoed Hitler’s wife when she said: ""I hate to see children separated from their parents like this . . . but we can hardly blame Donald.""",https://www.politifact.com/factchecks/2019/jan/08/blog-posting/stop-likening-melania-trumps-quote-family-separati/,"nuary 8, 2019",Bloggers,pants-fire
"Legislators are ""ramming through a provision that’ll make investigations like #NC09 less transparent.""",https://www.politifact.com/factchecks/2019/jan/07/north-carolina-democratic/nc-democrats-overstated-laws-effect-election-inves/,"nuary 7, 2019",North Carolina Democratic Party,barely-true
"Says Sen. Elizabeth Warren ""has been on Risperdal since first being prescribed the drug in 2011.""",https://www.politifact.com/factchecks/2019/jan/07/facebook-posts/fact-checking-claim-elizabeth-warren-takes-antipsy/,"nuary 7, 2019",Facebook posts,false
A woman died mysteriously after reporting on Robert Mueller destroying text messages.,https://www.politifact.com/factchecks/2019/jan/07/blog-posting/conspiracists-falsely-suggest-us-reporters-sudden-/,"nuary 7, 2019",Bloggers,pants-fire
"Says law enforcement officials alerted the public to check the caps of bottled water for tampering because someone is injecting poison into them, and that a ""few people already died in the Richmond area"" as a result.",https://www.politifact.com/factchecks/2019/jan/07/facebook-posts/are-police-warning-public-about-holes-being-punctu/,"nuary 7, 2019",Facebook posts,pants-fire
"New York has passed ""the best paid family leave"" program in the United States of America.",https://www.politifact.com/factchecks/2019/jan/07/andrew-cuomo/cuomo-new-yorks-paid-family-leave-best/,"nuary 7, 2019",Andrew Cuomo,true
"""I took over the school district when it had a $1 billion structural deficit and left them with $1 billion in cash and 70,000 more students than they have today.""",https://www.politifact.com/factchecks/2019/jan/06/paul-vallas/vallas-claims-cps-healthier-under-his-watch/,"nuary 6, 2019",Paul Vallas,mostly-true
"""Mexico is paying for the Wall through the new USMCA Trade Deal.""",https://www.politifact.com/factchecks/2019/jan/04/donald-trump/no-usmca-trade-deal-wont-pay-border-wall-despite-d/,"nuary 4, 2019",Donald Trump,false
"""The 2017/2018 budgets gave (President Donald) Trump billions for border upgrades. He’s spent ALMOST NONE of it. 6%.""",https://www.politifact.com/factchecks/2019/jan/04/chris-murphy/has-trump-administration-spent-only-6-percent-bord/,"nuary 4, 2019",Chris Murphy,barely-true
"""If the experiences in Colorado and Washington are the experiences we have here, roadway deaths are going to go up, impaired driving is likely to go up.""",https://www.politifact.com/factchecks/2019/jan/03/thomas-anderson/would-legal-cannabis-drive-roadway-deaths-vermont/,"nuary 3, 2019",Thomas Anderson,half-true
"Quotes Michelle Obama as saying, ""White folks are what’s wrong with America.""",https://www.politifact.com/factchecks/2019/jan/03/facebook-posts/did-michelle-obama-once-say-white-folks-are-whats-/,"nuary 3, 2019",Facebook posts,pants-fire
"""Hillary on child aliens in 2014: Send them back.""",https://www.politifact.com/factchecks/2019/jan/02/blog-posting/did-hillary-clinton-say-migrant-children-should-be/,"nuary 2, 2019",Bloggers,mostly-true
"Says Hillary Clinton in 2013 said: ""I would like to see people like Donald Trump run for office; They’re honest and can’t be bought.""",https://www.politifact.com/factchecks/2019/jan/02/blog-posting/no-hillary-clinton-2013-did-not-say-donald-trump-s/,"nuary 2, 2019",Bloggers,false
"Says that ""18 children died while in custody of Border Patrol"" during the Obama administration.",https://www.politifact.com/factchecks/2019/jan/02/blog-posting/no-18-children-didnt-die-us-border-protection-cust/,"nuary 2, 2019",Bloggers,pants-fire
"""October 2013, Obama shut down the government for 16 days to force Obamacare.""",https://www.politifact.com/factchecks/2019/jan/02/blog-posting/obama-2013-and-trump-2018-are-shutdowns-same/,"nuary 2, 2019",Bloggers,half-true
"Says troops recently received ""one of the biggest pay raises"" ever, and that it was the first pay increase in ""more than 10 years.""",https://www.politifact.com/factchecks/2018/dec/27/donald-trump/trump-military-pay-increases-wrong-size-timing/,"mber 27, 2018",Donald Trump,pants-fire
"""There was almost a 70 percent reduction in police-related shootings under my tenure because of training, supervision and policy decisions.""",https://www.politifact.com/factchecks/2018/dec/23/garry-mccarthy/did-police-shootings-plunge-under-mccarthys-leader/,"mber 23, 2018",Garry McCarthy,half-true
"Says no elections protest was filed, McCready conceded and ""every"" county board certified its results from the Mark Harris, Dan McCready race.",https://www.politifact.com/factchecks/2018/dec/21/dallas-woodhouse/nc-gop-leader-mostly-right-about-lack-protests-ele/,"mber 21, 2018",Dallas Woodhouse,mostly-true
"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",https://www.politifact.com/factchecks/2018/dec/21/donald-trump/donald-trump-claims-russia-not-happy-us-troops-are/,"mber 21, 2018",Donald Trump,false
"Quotes Winston Churchill as saying, ""When Muslims are the minority they are concerned with minority rights, when they are in the majority there are no minority rights.""",https://www.politifact.com/factchecks/2018/dec/20/blog-posting/meme-incorrectly-attributes-winston-churchill-quot/,"mber 20, 2018",Bloggers,pants-fire
"Says Time magazine cover features President Donald Trump with the text ""Worst. President. Ever.""",https://www.politifact.com/factchecks/2018/dec/20/blog-posting/no-time-magazine-cover-does-not-call-trump-worst-p/,"mber 20, 2018",Bloggers,pants-fire
"Says ""CNN Journalist Of The Year Fired For Creating Fake News Stories,"" with image of CNN reporter Jim Acosta.",https://www.politifact.com/factchecks/2018/dec/20/blog-posting/fired-cnn-journalist-year-was-not-jim-acosta-or-an/,"mber 20, 2018",Bloggers,half-true
"Says Sen. Chuck Schumer in 2014 ""helped put together and signed a $25 billion deal to fund a border wall"" and now opposes Trump's $5 billion request for a border wall ""just because he's a Republican."" ​",https://www.politifact.com/factchecks/2018/dec/20/blog-posting/meme-mischaracterizes-chuck-schumers-record-border/,"mber 20, 2018",Bloggers,false
"""Border agents discover body of 6-year-old girl: 'She was raped By 30 men'.""",https://www.politifact.com/factchecks/2018/dec/19/blog-posting/no-evidence-claim-about-6-year-old-girl-found-us-m/,"mber 19, 2018",Bloggers,false
"Says ""Three Muslim congresswomen just refused"" to sign an oath of office to uphold the U.S. Constitution.",https://www.politifact.com/factchecks/2018/dec/19/blog-posting/no-three-muslim-congresswoman-did-not-refuse-take-/,"mber 19, 2018",Bloggers,pants-fire
"Says ""Cost of Mueller’s investigation: $3,200,000; Benghazi ""investigation"": $7,000,000; Trump’s golfing trips: $83,000,000; New debt from Republican tax bill: $1,500,000,000,000.""",https://www.politifact.com/factchecks/2018/dec/19/blog-posting/fact-checking-meme-about-costs-mueller-investigati/,"mber 19, 2018",Bloggers,half-true
"Quotes Sen. Elizabeth Warren as saying ""If women need to be raped by Muslims to prove our tolerance, so be it. Then thank goodness for Planned Parenthood.""",https://www.politifact.com/factchecks/2018/dec/19/blog-posting/elizabeth-warren-did-not-say-women-should-be-raped/,"mber 19, 2018",Bloggers,pants-fire
"Says 19,000 text messages exchanged between former FBI officials that were ""purposely and illegally deleted ... would have explained (the special counsel investigation) hoax.""",https://www.politifact.com/factchecks/2018/dec/19/donald-trump/no-evidence-fbi-officials-texts-deliberately-erase/,"mber 19, 2018",Donald Trump,pants-fire
"Quotes incoming U.S. Rep. Alexandria Ocasio-Cortez as saying ""under capitalism, man oppresses man. Under socialism, it’s the other way around.""",https://www.politifact.com/factchecks/2018/dec/18/blog-posting/meme-mocks-ocasio-cortez-repeating-quote-disparagi/,"mber 18, 2018",Bloggers,pants-fire
"California’s budget surplus is about ""$30 billion""",https://www.politifact.com/factchecks/2018/dec/18/jerry-brown/does-california-have-budget-surplus-nearly-30-bill/,"mber 18, 2018",Jerry Brown,mostly-true
"""Public trust in our election system is at an all-time low.""",https://www.politifact.com/factchecks/2018/dec/18/dan-blue/nc-democrat-trust-us-elections-all-time-low/,"mber 18, 2018",Dan Blue,false
"Says George Washington said, ""A free people ought not only be armed and disciplined. But they should have sufficient arms and ammunition to maintain a status of independence from any who might attempt to abuse them. Which would include their own government.""",https://www.politifact.com/factchecks/2018/dec/18/blog-posting/meme-misrepresents-george-washington-quote-about-a/,"mber 18, 2018",Bloggers,barely-true
"That Donald Trump said in 1998 if he were to run for president he would run as a Republican because ""They’re the dumbest group of voters in the country. They believe anything on Fox News. I could lie and they’d still eat it up. I bet my numbers would be terrific.""",https://www.politifact.com/factchecks/2018/dec/18/blog-posting/no-donald-trump-did-not-call-republican-voters-dum/,"mber 18, 2018",Bloggers,pants-fire
"""Democrats flip flop on pre-existing conditions.""",https://www.politifact.com/factchecks/2018/dec/18/alberta-darling/did-wisconsin-democrats-flip-flop-pre-existing-con/,"mber 18, 2018",Alberta Darling,false
On resigning as attorney general if he decides to run for governor.,https://www.politifact.com/factchecks/2018/dec/18/mark-herring/mark-herring-hasnt-flipped-vow-quit-g-if-he-runs-g/,"mber 18, 2018",Mark Herring,no-flip
"Says he ""will put a moratorium on tax hikes to keep families in their homes.""",https://www.politifact.com/factchecks/2018/dec/16/bill-daley/whats-missing-daleys-property-tax-freeze-pledge/,"mber 16, 2018",Bill Daley,half-true
"""Under any objective measure, our static compensation has failed to keep pace with economic realities.""",https://www.politifact.com/factchecks/2018/dec/14/carl-heastie/heastie-says-legislators-compensation-hasnt-kept-p/,"mber 14, 2018",Carl Heastie,mostly-true
"""WV's tourism industry grew at a rate 30% above the national rate in 2017. This increase reversed a four-year decline in which travel-generated spending fell more than $600 million.""",https://www.politifact.com/factchecks/2018/dec/14/jim-justice/did-tourism-west-virginia-increase-faster-us-whole/,"mber 14, 2018",Jim Justice,mostly-true
"Quotes Donald Trump as saying in 2013, ""A shutdown falls on the President’s lack of leadership. He can’t even control his own party and get people together in a room. A shutdown means the president is weak.""",https://www.politifact.com/factchecks/2018/dec/14/blog-posting/did-trump-criticize-obama-during-2013-government-s/,"mber 14, 2018",Bloggers,half-true
"Uses a picture of a mansion to say that Rep. Nancy Pelosi lives surrounded by ""a high perimeter wall with gun toting security.""",https://www.politifact.com/factchecks/2018/dec/13/blog-posting/no-nancy-pelosis-home-doesnt-sit-behind-high-wall/,"mber 13, 2018",Bloggers,pants-fire
"""United Nations caught helping and coaching caravan illegal aliens!""",https://www.politifact.com/factchecks/2018/dec/13/blog-posting/website-falsely-claims-united-nations-caught-helpi/,"mber 13, 2018",Bloggers,false
"""Migrants DEMAND $50,000 each to go home, or else …""",https://www.politifact.com/factchecks/2018/dec/13/blog-posting/did-migrant-caravan-demand-united-states-50000-eac/,"mber 13, 2018",Bloggers,mostly-true
"""At least three or four of the pieces that are in"" in the Republican lame-duck legislation, Scott Walker ""has vetoed previously.""",https://www.politifact.com/factchecks/2018/dec/13/tony-evers/controversial-wisconsin-lame-duck-session-will-sco/,"mber 13, 2018",Tony Evers,mostly-true
"The National Defense Authorization Act for fiscal year 2019 ""includes the largest pay raise in nearly 10 years.""",https://www.politifact.com/factchecks/2018/dec/13/roy-blunt/roy-blunt-right-military-pay-increase-largest-year/,"mber 13, 2018",Roy Blunt,true
"""In the United States, if there was equal participation of women in the labor market, GDP would be up by 5 percent.""",https://www.politifact.com/factchecks/2018/dec/12/christine-lagarde/if-women-worked-much-men-would-gdp-jump-5/,"mber 12, 2018",Christine Lagarde,half-true
"""Adjusting for inflation, West Virginia’s median household income has not grown in a decade.""",https://www.politifact.com/factchecks/2018/dec/12/mike-romano/have-median-incomes-west-virginia-not-risen-decade/,"mber 12, 2018",Mike Romano,true
"""Border Patrol agents were caught on film destroying supplies left to help migrants""",https://www.politifact.com/factchecks/2018/dec/11/blog-posting/it-true-years-old-video-shows-border-patrol-agents/,"mber 11, 2018",Bloggers,mostly-true
"""Over 1,000 people were denied a ballot on Election Day"" in the 2016 North Carolina primaries.",https://www.politifact.com/factchecks/2018/dec/11/terry-van-duyn/voters-werent-denied-ballot-when-nc-had-voter-id/,"mber 11, 2018",Terry Van Duyn,half-true
"""Principal bans candy canes.""",https://www.politifact.com/factchecks/2018/dec/11/blog-posting/yes-school-principal-tried-ban-candy-canes/,"mber 11, 2018",Bloggers,mostly-true
